bandid,checkyr,checkmo,checkday,checkdate,startsearchdate,nestfound,nestid,lat_n,long_n,transmitterid_n,nestnumber,wmu_n,county_n,township_n,landownership_n,eggshatched,eggsunhatched,ageunhatched,eggsdestroyed,nestfate,nestsubfate1,nestsubfate2,nestcomments,unhatchids
9005,2023,7,10,7/10/2023,5/21/2023,Y,9005_2023_2,41.52,-75.17,10754,2,3D,Wayne,Palmyra,Private,6,0,99,99,Hatched,,,"Hen began incubating on 6/10/23 and hatched on 7/8/23. Nest bowl was found with no guard object in dense ferns. The nest appears to have been scavenged before the check was completed, but the caps of 6 hatched eggs were able to be identified. 4 of those were found in the nest bowl and 2 were found approximately 2 feet outside of the nest bowl to the NW.",
9007,2023,5,30,5/30/2023,4/10/2023,Y,9007_2023_1,41.51,-75.19,10072,1,3D,Wayne,Palmyra,Private,9,4,99,0,Hatched,,,Hen began incubating on 5/2 and hatched on 5/29. 13 total eggs found in nest bowl 4 were unhatched. No sign of cracking on unhatched eggs shells. Eggs submitted to UTenn. Hen moved roughly 330 yards North of nest.,PA-9007-#-23-1
9009,2023,5,30,5/30/2023,4/10/2023,Y,9009_2023_1,41.52,-75.42,11705,1,3D,Wayne,South Canaan,Private,0,0,99,2,Predation,Unknown Predator,,Hen began incubating on 5/15 and abandoned on 5/25. Two eggs found with bites taken out of side of both. No predator sign found. Hen is still frequenting area.,
9010,2023,5,5,5/5/2023,3/16/2023,Y,9010_2023_1,41.55,-75.42,11706,1,3D,Wayne,Canaan,Private,0,0,99,3,Predation,Mammalian,Unknown Mammal,"Hen began incubating on 4/30/23 with an anticipated hatch date of 5/27/23. Nest bowl located under small hemlock tree (roughly 8ΓÇÖ-10ΓÇÖ tall). The hen abandoned on 5/5/2023, 2 partial eggs broken located with minimal fragments inside and outside nest bowl. Both eggs had ΓÇ£bitesΓÇ¥ taken out of side indicating predated. No sign of predator tracks or scat in surrounding area.",
9010,2023,6,29,6/29/2023,5/10/2023,Y,9010_2023_2,41.55,-75.42,11706,2,3D,Wayne,Canaan,Private,8,2,99,0,Hatched,,,Hen began incubating on 5/29 and hatched on 6/25. Nest bowl located at the top of a man-made embankment surrounding a field that is covered in dense veg/rubus. 8 eggs hatched 2 unhatched.,
9013,2023,5,11,5/11/2023,3/22/2023,Y,9013_2023_1,41.53,-75.44,11714,1,3D,Wayne,Canaan,Private,0,0,99,11,Predation,Mammalian,Unknown Mammal,"11714 began incubating on 4/22/23 with an anticipated hatch date of 5/19/23. Nest bowl was located near a stream with high bushes and grasses surrounding it. The hen abandoned the morning of 5/8/2023. 10 eggs, broken were identified with fragments found inside and outside nest bowl. One eggshell located roughly 35 yards NE of nest. One piece of feces (unknown type) was found approx. 10 yards from nest bowl.",
9013,2023,7,25,7/25/2023,6/5/2023,Y,9013_2023_2,41.54,-75.45,11714,2,3D,Wayne,South Canaan,Private,0,0,99,2,Destroyed,Human,Agricultural," Hen began incubation 06/29/23. When hen was downloaded 07/24 GPS/ACC data showed she moved off nest 07/22 but remained close by and  was within 100 yards of her nest on 07/24 so didnΓÇÖt try to locate nest in case she had hatched early. Her expected hatch date was 07/26 or 07/27. Nest Bowl located on 07/25 2 eggs found 1 mostly whole egg that was crushed and dried out, and one egg that was all pieces. Upon further review off ACC/GPS data we determined the nest was destroyed before hatching.",
9017,2023,5,11,5/11/2023,3/22/2023,Y,9017_2023_1,41.06,-75.52,10117,1,3D,Monroe,Tunkhannock,Public,0,0,99,0,Predation,Unknown Predator,,"Hen began incubating 05/11/23, and nest abandoned on 05/17/23. Nest Bowl located at base of young cherry tree in thick vegetation. No eggs were present at the nest bowl or surroundidng area. Tail feathers located in nest bowl.",
9018,2023,5,19,5/19/2023,3/30/2023,Y,9018_2023_1,41.07,-75.47,11709,1,3D,Monroe,Tunkhannock,Private,0,0,99,0,Predation,Unknown Predator,,Hen abandoned on 5/15 after beginning incubating on 5/12. Nest bowl found at base of small larch tree in bog. Evidence of one egg in nest.,
9019,2023,6,6,6/6/2023,4/17/2023,Y,9019_2023_1,41.13,-75.5,11712,1,3D,Monroe,Tobyhanna,Public,0,0,99,4,Predation,Mammalian,Unknown Mammal,Hen began incubating 05/27/23 and nest abandoned on 06/01.  Nest bowl found in slash at base of tree. 4 eggs scattered within 1m of nest bowl. Eggs have bite marks and eggs were crushed and insides consumed.,
9020,2023,6,6,6/6/2023,4/17/2023,Y,9020_2023_1,41.13,-75.5,11708,1,3D,Monroe,Tobyhanna,Private,0,0,99,4,Predation,Mammalian,Unknown Mammal,Hen began incubating on 05/18/23 and abandoned nest 06/04.Nest bowl found at base of tree in slash near. 4 eggs crushed with bite marks out of them within 1m of nest bowl.,
9021,2023,5,17,5/17/2023,3/28/2023,Y,9021_2023_1,41.16,-75.51,11707,1,3D,Monroe,Coolbaugh,Public,0,0,99,8,Predation,Unknown Predator,,"Hen abandoned nest 05/15/23 nest bowl located at base of maple tree 05/17/23. Lack of surrounding understory vegetation. Numerous broken shells found, at least 8 eggs could be identified located within 2m of nest bowl. Eggs were broken and insides consumed, some shells appear to be chewed on and discarded around nest bowl.",
9022,2023,5,19,5/19/2023,3/30/2023,Y,9022_2023_1,41.13,-75.5,11713,1,3D,Monroe,Tobyhanna,Private,0,9,99,1,Abandoned,,,"Hen began incubation on 5/13 and abandoned on 5/15. She did return but did not continue incubating on 5/16. Nest located in Golden winged warbler plot under slash. 9 whole eggs found in nest bowl. 1 egg found approximately 25 yards North (41.13066, -75.49894) but had been predated. Predation likely occurred following abandonment.",
9022,2023,7,5,7/5/2023,5/16/2023,Y,9022_2023_2,41.13,-75.5,11713,2,3D,Monroe,Tobyhanna,Public,0,0,99,99,Predation,Unknown Predator,,Hen began incubation 06/04/23 and hen was killed 06/30/23 at 2300. Nest bowl found on edge of slash at base of Beech tree.  No sign of eggs or shells around nest bowl. Bear scat was present within 20ΓÇÖ of nest bowl and near transmitter and leg band.,
9023,2023,5,22,5/22/2023,4/2/2023,Y,9023_2023_1,41.18,-75.29,10141,1,3D,Monroe,Barrett,Public,0,0,99,6,Unknown,,,"Hen began incubating on 05/19/23 and left on 05/22.  4 eggs found empty, 2 broken and 1 whole egg, totaling 7eggs all inside the nest bowl.  Eggs were found uncovered of leaves and no evidence of a predator attack to hen.  No fresh predator scat found surrounding the nest bowl.  The 1 whole egg sent out to UTenn study.",
9023,2023,6,30,6/30/2023,5/11/2023,Y,9023_2023_2,41.18,-75.29,10141,2,3D,Monroe,Barrett,Private,0,0,99,99,Predation,Unknown Predator,,"Hen began incubating on 6/14/23 and was killed on the nest on 6/30/23. Nest bowl was located on 06/30/23, under a Japanese barberry bush with no eggs or eggshells present. A feather trail was located extending to the northeast of the nest. The transmitter was found approximately 10 feet from the nest bowl.",0
9024,2023,5,3,5/3/2023,3/14/2023,Y,9024_2023_1,41.19,-75.28,10058,1,3D,Monroe,Barrett,Private,0,0,99,8,Predation,Unknown Predator,,"Nest bowl located in a patch of Japanese barberry along a downed log. There was a substantial amount of disturbance at the nest bowl location and pieces of eggshells were found scattered in 1m radius of the bowl. I could identify at least 8 eggs that contained a majority of the shell, there were likely more based on the number of small pieces.",
9024,2023,6,6,6/6/2023,4/17/2023,Y,9024_2023_2,41.21,-75.29,10058,2,3D,Monroe,Barrett,Private,0,0,99,0,Predation,Mammalian,Unknown Mammal,Hen began incubating on 05/19 and abandoned on 06/03. The nest was located at the base of a tree and next to a large bolder. No eggs or eggshells were found in or around the nest. Bear scat was found approximately 2 meters from the nest.,
9024,2023,7,24,7/24/2023,6/4/2023,Y,9024_2023_3,41.2,-75.27,10058,3,3D,Monroe,Barrett,Private,0,0,99,99,Predation,Unknown Predator,,"Hen began incubating on 07/08/23 and abandoned the nest on 07/20/23. Nest bowl was located on 07/24/23, at the base of a tree with no eggs or eggshells present. No feathers or other signs of predation located.",0
9026,2023,6,2,6/2/2023,4/13/2023,Y,9026_2023_1,41.15,-75.28,10776,1,3D,Monroe,Barrett,Private,12,0,99,0,Hatched,,,Hen began incubating on 5/5 and hatched on 6/1. Hen moved Northeast approximately 575 yards to a private grass airstrip. All 12 eggs hatched. Nest is located next to railroad.,
9027,2023,5,5,5/5/2023,3/16/2023,Y,9027_2023_1,41.16,-75.29,10777,1,3D,Monroe,Barrett,Public,0,8,99,0,Abandoned,,,"10777 began to incubate on 04/29/23 with an estimated hatch date of 05/27/23. Data indicates that the hen had left nest 04/30 to recess, became injured by unknown source, hen did not return to nest or roost overnight and final mortality occurred at 2100 on 05/01/23. Nest bowl found at base of scrub oak surrounded heavily with blueberry bushes, complete obstruction.  Only 4 eggs were initially visible as wet leaves were covering eggs and nest bowl significantly, 8 whole unhatched eggs were found after further investigation. All 8 unhatched eggs were sent to UTenn.",
9051,2023,8,4,8/4/2023,6/15/2023,Y,9051_2023_1,40.48,-75.95,10774,1,5C,Berks,Perry,Private,0,12,99,0,Abandoned,,,Hen began incubating on 7/22/23. Hen killed by vehicle and her carcass was found ~2m from the nest. Nest located in tall grass nest to drainage culvert and ~5m from a road. Nest and carcass were undisturbed when they were found.,
9051,2023,5,24,5/24/2023,4/4/2023,N,9051_NoNest_5_24_2023,,,10774,,5C,Berks,Perry,Private,99,99,99,99,,,,"Landowner holds major grudge against the PGC and refused us property access. based on Acc and GPS data, hen appears to have hatched from 5/20/23 into 5/21/23 and left the nest site at ~1600 on 5/21/23. Since leaving the nest, her Acc data is consistant with brooding bahavior. Nest is estimated to have been at 40.48540, -75.94632 in a wooded creek bottom surround by agricultural fields.",
9054,2023,5,8,5/8/2023,3/19/2023,Y,9054_2023_1,40.48,-75.96,10773,1,5C,Berks,Perry,Private,0,0,99,7,Predation,Mammalian,Unknown Mammal,"Many breast feathers found around nest site. Hen may have escaped predation attempt and abandoned nest. Nest bowl and predation site (breast, wing, and tail feathers) foun ~430m from nest site of 9054. Observed a Red-tailed Hawk fly away ~70m from nest site upon our arrival. Large feather pile within 1m ENE of nest bowl and sparse trail of feathers leaving nest heading NNE.",
9054,2023,6,20,6/20/2023,5/1/2023,Y,9054_2023_2,40.49,-75.96,10773,2,5C,Berks,Perry,Private,10,0,99,1,Hatched,,,"Nest underneath layed down, dead grass near an active quarry. primary vegetation surrounding nest is common mugwort. Nest ~35m from the edge of a wheat field.",
9055,2023,5,17,5/17/2023,3/28/2023,Y,9055_2023_1,40.49,-75.91,10069,1,5C,Berks,Maidencreek,Private,0,6,99,2,Destroyed,Human,Agricultural,Landowner told us the field where the hen nested was mowed in the afternoon on 5/16/23. This is around the same time the hen left the nest based on the Acc plot.,
9055,2023,6,20,6/20/2023,5/1/2023,Y,9055_2023_2,40.49,-75.91,10069,2,5C,Berks,Maidencreek,Private,0,0,99,12,Destroyed,Human,Agricultural,Hen nested along powerline on a farm. The grass was cut and the hen flushed ~2m from the haybine. Worker doing the mowing stopped and found the nest with 12 unhatched eggs. He did not collect them and they were gone by the following day.,
9058,2023,4,26,4/26/2023,3/7/2023,Y,9058_2023_1,40.49,-75.93,10771,1,5C,Berks,Perry,Private,0,0,99,99,Predation,Unknown Predator,,Nest bowl <20m from active den. Feathers in nest bowl appear pressed as if something was sitting on them. Large amount of breast feathers found at nest. Hen appears to have been predated while on nest.,
9061,2023,8,30,8/30/2023,7/11/2023,N,9061_NoNest_8_30_2023,40.52,-75.51,10780,,5C,Lehigh,Upper Milford,Private,99,99,99,99,,,,"no nest was found, we did find egg shells and feathers near our point but again did not find a nest bowl so we cant be sure that they belong to here also she has been with another hen so the egg shells and feathers may also belong to her.",
9062,2023,7,13,7/13/2023,5/24/2023,Y,9062_2023_1,39.96,-75.9,10764,1,5C,Chester,Highland,Private,0,0,99,1,Predation,,,"looks like nest was predated, there ws one destroyed egg 5 feet from nest, no other eggs at nest. we had accidently flushed hen on 6/20/23 and on this date there where 14",
9062,2023,5,11,5/11/2023,3/22/2023,N,9062_NoNest_5_11_2023,,,10764,,5C,Chester,West Fallow Field,Private,99,99,99,99,,,,"Hen nested in a hey field that was mowed the day before, hen is still alive but i could not find anything that looked like a nest bowl",
9063,2023,5,8,5/8/2023,3/19/2023,N,9063_NoNest_5_8_2023,,,10765,,5C,Lancaster,Sadsbury,Private,99,99,99,99,,,,Hen nested on a sportsmans club behind their 200yrd rifle burm.,
9064,2023,4,28,4/28/2023,3/9/2023,Y,9064_2023_1,39.94,-75.88,10766,1,5C,Chester,Highland,Private,0,0,99,99,Predation,Unknown Predator,,Incubation start date was 4/22/23. found nest bowl in a patch of multiflora rose. there are no eggs in or around nest bowl. there were chest feathers near by as if the hen was flushed by a predator. As of 05/03/23 hen is still alive,
9065,2023,6,12,6/12/2023,4/23/2023,Y,9065_2023_1,39.99,-76,10076,1,5C,Lancaster,Salisbury,Private,5,2,99,99,Hatched,,,looks like hen had 7 eggs but only 5 hatched 2 of the eggs are semi whole with the shell borken off the membrane which was still intacked,
9066,2023,4,19,4/19/2023,2/28/2023,N,9066_NoNest_4_19_2023,,,11720,,5C,Chester,West Caln,Private,99,99,99,99,,,,"Search for nest was done at 1490 Telegraph Rd Honey Brook PA, 19344, no sign of nest around area of points. the area was a possible pinch point between houses do to the fact that the landowner himself stated he feeds the turkeys and most likely the other landowners do as well. the sight was the only place I could also recover what little mortality photos I got as well.",
9068,2023,5,8,5/8/2023,3/19/2023,Y,9068_2023_1,40.05,-75.89,11722,1,5C,Chester,Honey Brook,Private,0,0,99,99,Predation,Unknown Predator,,Nest is between a cell tower and water tower. there were feathers at the nest bowl indicating that the hen was flushed off nest but no eggs. Acc Data showed hen is still alive,
9068,2023,6,26,6/26/2023,5/7/2023,N,9068_NoNest_6_26_2023,40.05,-75.9,11722,,5C,Chester,Honey brook,Private,99,99,99,99,,,,"Could not find nest bowl, area is super thick with thistle and jap barberry as well as multiflora rose, even though no nest was found the ACC data shows brooding.",
9072,2023,5,9,5/9/2023,3/20/2023,Y,9072_2023_1,40.81,-75.14,11716,1,5C,Northampton,Lower Mt Bethel,Private,0,0,99,2,Predation,Unknown Predator,,Two cracked eggs found within 8 meters of nest bowl,
9074,2023,6,27,6/27/2023,5/8/2023,N,9074_NoNest_6_27_2023,,,10792,,5C,Warren,White,Private,99,99,99,99,,,,"Nest in Belvidere, NJ on BASF Superfund Site. No access to complete search.",
9075,2023,5,25,5/25/2023,4/5/2023,Y,9075_2023_1,40.86,-75.12,10791,1,5C,Northampton,Upper Mt Bethel,Private,11,2,99,99,Hatched,,,Hatched 5/21 into 5/22. anticipated hatch 5/22 based on Acc plot.,
9076,2023,6,22,6/22/2023,5/3/2023,Y,9076_2023_1,40.46,-75.1,10770,1,5C,Bucks,Tinicum,Private,0,8,99,3,Predation,Unknown Predator,,hen abdnaoned nest early in morning/overnight 6/22/23 and roosted nearbybefore leaving the area during daylight hours. body feathers found in nest bowl. 1 egg was crushed and 2 were predated (broken open with no contents remaining). unhatched eggs were cold to the touch and collected to be submitted to UT Study,PA-9076-#-23-1
9076,2023,8,11,8/11/2023,6/22/2023,Y,9076_2023_2,40.46,-75.1,10770,2,5C,Bucks,Tinicum,Private,0,0,99,5,Predation,Mammalian,Unknown Mammal,Nest in large grassy hay field. Large area of grass tamped down where nest bowl was located and predated. Passage ways to and from the area established in grass. Hen left nest on 8-9-2023 as a refult of a predator attack. Tail feathers found at nest. Hen escaped and is still alive as of nest check 8/11. Most egg remanence were crushed likly by a mammalian predator.,
9076,2023,5,9,5/9/2023,3/20/2023,N,9076_NoNest_5_9_2023,,,10770,,5C,Bucks,Tinicum,Private,99,99,99,99,,,,"Japanese barberry thicket in woodot. Searched 40.46492, -75.10014, bird incubated based on acc plot between 4/29/23-5/5/23",
9078,2023,7,18,7/18/2023,5/29/2023,Y,9078_2023_1,40.48,-75.14,10118,1,5C,Tinicum,Bucks,Private,0,0,99,2,Predation,Unknown Predator,,"Looks like both hen and nest were both predated. Saw lots of feathers (chest, back and tail) on the way to the nest. There are two crushed eggs at the nest with feathers",
9079,2023,6,1,6/1/2023,4/12/2023,Y,9079_2023_1,40.44,-75.16,10135,1,5C,Bucks,Bedminster,Private,0,0,99,10,Destroyed,Human,Agricultural,Hen was killed on nest. Mowed over eggs and hen on memorial day weekend. 5C study brid nested in 5D. Second nest attempt.,
9083,2023,5,11,5/11/2023,3/22/2023,Y,9083_2023_1,40.75,-75.35,11724,1,5C,Northampton,Moore,Private,0,0,99,99,Predation,Unknown Predator,,Nest under Japanese barberry and ~20m from stream. Raccoon tracks along stream and nest is directly underneath a red-tailed hawk nest. Nest check was completed the same day hen left nest. Down and breast feather found within 1m of nest bowl.,
9083,2023,7,5,7/5/2023,5/16/2023,N,9083_NoNest_7_5_2023,,,11724,,5C,Northampton,Bushkill,Private,99,99,99,99,,,,"Searched estimated nest point (40.75412, -75.34842). Area around estimated point was swampy with standing water in some spots. Based on acc data, hen incubated from 5/30/23 to 7/4/23.",
9084,2023,6,22,6/22/2023,5/3/2023,Y,9084_2023_1,40.75,-75.35,11725,1,5C,Northampton,Bushkill,Private,6,0,99,99,Hatched,,,Nest along powerline on a horse farm. Eggs appear to have hatched and some were crushed post hatch. There was a slight odor of skunk at the nest bowl. Large active den found ~5m from nest bowl.,
9085,2023,6,26,6/26/2023,5/7/2023,Y,9085_2023_1,40.76,-75.34,11726,1,5C,Northampton,Bushkill,Private,8,1,99,99,Hatched,,,Nest within a patch of creeping thistle and ~15m from the edge of a wheat field.,PA-9085-1
9087,2023,5,23,5/23/2023,4/3/2023,Y,9087_2023_1,40.75,-75.38,11718,1,5C,Northampton,Moore,Private,0,7,99,1,Predation,Unknown Predator,,Bird abandoned nest 05/24/2023 in the morning. Tail feathers found ~2m from nest. Den found ~11m from nest.Damaged egg appearsto have been eaten by avian predator/scavenger. Hen survived the attack but lost many feathers in the process. Seven eggs were undamaged and collected.,
9090,2023,5,30,5/30/2023,4/10/2023,Y,9090_2023_1,40.83,-75.1,10117,1,5C,Northampton,Lower Mt Bethel,Private,11,0,99,99,Hatched,,,"Hen began incubating 4/27, hatch 5/25 or 5/26 and stayed in nest area for a day or two. Nest is in weeds on top of a large dirt pile.",
9091,2023,4,18,4/18/2023,2/27/2023,N,9091_NoNest_4_18_2023,,,10079,,5C,Northampton,Upper Mt Bethel,Private,99,99,99,99,,,,"Searched two locations which had periods of low acitivity on the AccPlot leading up to day of mortality. No nest bowl found. Upon speaking with landowner, they confirmed the area has regular turkey foraging and roosting activities.",
9092,2023,5,4,5/4/2023,3/15/2023,Y,9092_2023_1,40.83,-75.1,10104,1,5C,Northampton,Upper Mt Bethel,Private,0,0,99,2,Predation,Unknown Predator,,"hen flushed off of nest during night. no eggs in nest bowl. one egg cracked/broken open on path of pushed down grass leading downhill to the south of nest about 1 meter outside of nest bowl. second eggs found at 8 meters west of nest point cracked/broken open in same fashion as egg 1. hen is still alive, roosted away from nest bowl after being flushed off of it. Hen incubated from 5/2/23 to 5/4/23",
9092,2023,6,29,6/29/2023,5/10/2023,Y,9092_2023_2,40.84,-75.11,9092,2,5C,Northampton,Lower Mt Bethel,Private,0,0,99,2,Predation,Unknown Predator,,"initiated incubation 6/12 and left nest area 6/28/23. No signs of stuggle/attack/feathers at nest bowl, just two crushed eggs.",
9092,2023,5,25,5/25/2023,4/5/2023,N,9092_NoNest_5_25_2023,,,10104,,5C,Northampton,Upper Mt Bethel,Private,99,99,99,99,,,,"Hen here incubating from 5/21-5/23 ~40.83621, -75.10686 in wheat field that was sprayed 5/23. No nest bowl, feathers, or egg remnants found in wheat field at previously listed point.",
9093,2023,5,22,5/22/2023,4/2/2023,Y,9093_2023_1,40.7,-75.52,10132,1,5C,Lehigh,Whitehall,Private,0,0,99,99,Predation,Unknown Predator,,Nest bowl on hillside overlooking marshy area. Abandoned 5/19/23 at approx 0500,
9094,2023,5,18,5/18/2023,3/29/2023,Y,9094_2023_1,40.7,-75.54,10106,1,5C,Lehigh,North Whitehall,Private,0,0,99,99,Predation,Unknown Predator,,In grass field on hillside facing NW. Within 10m of landowners driveway and ~150m from bird feeder that hen would visit daily prior to incubation.,
9094,2023,7,28,7/28/2023,6/8/2023,N,9094_NoNest_7_28_2023,,,10106,,5C,Lehigh,North Whitehall,Private,99,99,99,99,,,,"Searched area around estimated nest point (40.69739, -75.53904). Area was a tall grass field with areas of down woody debris and open areas under low sweeping cedar trees. A second search, with the same personnel, was conducted on 7/31/2023. Hen abandoned nest at ~2200 on 7/27/2023.",
9095,2023,5,11,5/11/2023,3/22/2023,N,9095_NoNest_5_11_2023,,,10108,,5C,Lehigh,Whitehall,Private,99,99,99,99,,,,"Hillside with abundant downed logs and heavy leaf litter. Searched 40.69970, -75.52038",
9096,2023,5,23,5/23/2023,4/3/2023,Y,9096_2023_1,40.69,-75.54,10110,1,5C,lehigh,Whitehall,Private,0,0,99,4,Predation,Unknown Predator,,"Nest is in a canola field that stands 4.5-5ft tall, wing and chest feathers all over nest which is completely destroyed, could only find 4 predated/Destroyed eggs.",
